V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,i.user1,i.user9,i.user3,Q1.1_1_TEXT,Q1.1_2_TEXT,Q1.1_3_TEXT,Q1.1_4_TEXT,Q1.1_5_TEXT,Q1.1_6_TEXT,Q1.1_7_TEXT,Q2.1,Q2.2,Q2.3,Q2.4,Q2.5,Q3.1,Q3.2,Q3.3,Q3.4,Q3.5,Q3.6,Q3.7,Q4.1,Q4.2,Q4.3,Q4.4,Q4.5,Q4.6,Q4.7,Q5.1,Q6.1,Q7.1,Q8.1,Q8.2_1,Q8.2_2,Q8.2_3,Q8.2_4,Q8.3,Q8.4,Q8.5,Q8.6,Q8.7,Q8.8,Q8.9,Q8.10,Q8.11_1,Q8.11_2,Q8.11_3,Q8.11_4,Q9.1,Q9.2_1,Q9.2_2,Q9.2_3,Q9.2_4,Q9.3,Q9.4,Q9.5,Q9.6,Q9.7,Q9.8,Q9.9,Q9.10,Q9.11_1,Q9.11_2,Q9.11_3,Q9.11_4,Q10.1,Q10.2_1,Q10.2_2,Q10.2_3,Q10.2_4,Q10.3,Q10.4,Q10.5,Q10.6,Q10.7,Q10.8,Q10.9,Q10.10,Q10.11_1,Q10.11_2,Q10.11_3,Q10.11_4,Q11.1,Q11.2_1,Q11.2_2,Q11.2_3,Q11.2_4,Q11.3,Q11.4,Q11.5,Q11.6,Q11.7,Q11.8,Q11.9,Q11.10,Q11.11_1,Q11.11_2,Q11.11_3,Q11.11_4,Q12.1,Q12.2_1,Q12.2_2,Q12.2_3,Q12.2_4,Q12.3,Q12.4,Q12.5,Q12.6,Q12.7,Q12.8,Q12.9,Q12.10,Q12.11_1,Q12.11_2,Q12.11_3,Q12.11_4,Q13.1,Q13.2_1,Q13.2_2,Q13.2_3,Q13.2_4,Q13.3,Q13.4,Q13.5,Q13.6,Q13.7,Q13.8,Q13.9,Q13.10,Q13.11_1,Q13.11_2,Q13.11_3,Q13.11_4,Q14.1,Q14.2_1,Q14.2_2,Q14.2_3,Q14.2_4,Q14.3,Q14.4,Q14.5,Q14.6,Q14.7,Q14.8,Q14.9,Q14.10,Q14.11_1,Q14.11_2,Q14.11_3,Q14.11_4,Q15.1,Q15.2_1,Q15.2_2,Q15.2_3,Q15.2_4,Q15.3,Q15.4,Q15.5,Q15.6,Q15.7,Q15.8,Q15.9,Q15.10,Q15.11_1,Q15.11_2,Q15.11_3,Q15.11_4,Q16.1,Q16.2_1,Q16.2_2,Q16.2_3,Q16.2_4,Q16.3,Q16.4,Q16.5,Q16.6,Q16.7,Q16.8,Q16.9,Q16.10,Q16.11_1,Q16.11_2,Q16.11_3,Q16.11_4,Q17.1,Q17.2_1,Q17.2_2,Q17.2_3,Q17.2_4,Q17.3,Q17.4,Q17.5,Q17.6,Q17.7,Q17.8,Q17.9,Q17.10,Q17.11_1,Q17.11_2,Q17.11_3,Q17.11_4,Q18.1,Q18.2_1,Q18.2_2,Q18.2_3,Q18.2_4,Q18.3,Q18.4,Q18.5,Q18.6,Q18.7,Q18.8,Q18.9,Q18.10,Q18.11_1,Q18.11_2,Q18.11_3,Q18.11_4,Q19.1,Q19.2_1,Q19.2_2,Q19.2_3,Q19.2_4,Q19.3,Q19.4,Q19.5,Q19.6,Q19.7,Q19.8,Q19.9,Q19.10,Q19.11_1,Q19.11_2,Q19.11_3,Q19.11_4,Q23.1,Q23.2,Q23.3,Q23.4,Q23.5,Q23.6,Q23.7_1,Q23.7_2,Q23.7_4,Q23.7_5,Q23.7_7,Q23.8,Q23.9,Q23.10,Q23.10_TEXT,Q22.1,Q22.2,Q22.3,Q22.4,Q22.5,Q22.6,Q22.7_1,Q22.7_2,Q22.7_4,Q22.7_5,Q22.7_7,Q22.8,Q22.9,Q22.10,Q22.10_TEXT,Q24.1,Q24.2_1,Q24.3,Q24.4,Q24.5,Q24.6,Q24.7,Q314,Q24.8,Q24.9,Q24.10,Q313,Q24.11,Q25.1,Q25.2,Q25.4,Q25.6,Q25.7,Q25.9,Q25.11,Q315,Q316,Q26.1,Q26.2,Q27.1,Q27.2,Q27.4,Q27.7,Q27.9,Q27.12,Q27.13,Q27.14,Q27.16,Q27.17,Q27.18,Q27.20,Q317,Q318,Q28.1,Q28.2,Q29.1,Q29.2,Q29.4,Q29.6,Q29.7,Q29.9,Q29.11,Q319,Q320,Q30.1,Q30.2_1,Q30.2_2,Q30.2_3,Q30.2_4,Q30.3,Q30.4_1,Q30.4_2,Q30.4_3,Q30.4_4,Q30.4_5,Q30.4_6,Q30.5_1,Q30.5_2,Q30.5_3,Q30.5_4,Q31.1,Q31.2_1,Q31.2_2,Q31.2_3,Q31.2_4,Q31.3,Q31.4_1,Q31.4_2,Q31.4_3,Q31.4_4,Q31.4_5,Q31.4_6,Q31.5_1,Q31.5_2,Q31.5_3,Q31.5_4,Q32.1,Q32.2_1,Q32.2_2,Q32.2_3,Q32.2_4,Q32.3,Q32.4_1,Q32.4_2,Q32.4_3,Q32.4_4,Q32.4_5,Q32.4_6,Q32.5_1,Q32.5_2,Q32.5_3,Q32.5_4,Q33.1,Q33.2_1,Q33.2_2,Q33.2_3,Q33.2_4,Q33.3,Q33.4_1,Q33.4_2,Q33.4_3,Q33.4_4,Q33.4_5,Q33.4_6,Q33.5_1,Q33.5_2,Q33.5_3,Q33.5_4,Q34.1,Q34.2_1,Q34.2_2,Q34.2_3,Q34.2_4,Q34.3,Q34.4_1,Q34.4_2,Q34.4_3,Q34.4_4,Q34.4_5,Q34.4_6,Q34.5_1,Q34.5_2,Q34.5_3,Q34.5_4,Q35.1,Q35.2_1,Q35.2_2,Q35.2_3,Q35.2_4,Q35.3,Q35.4_1,Q35.4_2,Q35.4_3,Q35.4_4,Q35.4_5,Q35.4_6,Q35.5_1,Q35.5_2,Q35.5_3,Q35.5_4,Q36.1,Q36.2_1,Q36.2_2,Q36.2_3,Q36.2_4,Q36.3,Q36.4_1,Q36.4_2,Q36.4_3,Q36.4_4,Q36.4_5,Q36.4_6,Q36.5_1,Q36.5_2,Q36.5_3,Q36.5_4,Q37.1,Q37.2_1,Q37.2_2,Q37.2_3,Q37.2_4,Q37.3,Q37.4_1,Q37.4_2,Q37.4_3,Q37.4_4,Q37.4_5,Q37.4_6,Q37.5_1,Q37.5_2,Q37.5_3,Q37.5_4,Q38.1,Q38.2_1,Q38.2_2,Q38.2_3,Q38.2_4,Q38.3,Q38.4_1,Q38.4_2,Q38.4_3,Q38.4_4,Q38.4_5,Q38.4_6,Q38.5_1,Q38.5_2,Q38.5_3,Q38.5_4,Q39.1,Q39.2_1,Q39.2_2,Q39.2_3,Q39.2_4,Q39.3,Q39.4_1,Q39.4_2,Q39.4_3,Q39.4_4,Q39.4_5,Q39.4_6,Q39.5_1,Q39.5_2,Q39.5_3,Q39.5_4,Q40.1,Q40.2_1,Q40.2_2,Q40.2_3,Q40.2_4,Q40.3,Q40.4_1,Q40.4_2,Q40.4_3,Q40.4_4,Q40.4_5,Q40.4_6,Q40.5_1,Q40.5_2,Q40.5_3,Q40.5_4,Q41.1,Q41.2_1,Q41.2_2,Q41.2_3,Q41.2_4,Q41.3,Q41.4_1,Q41.4_2,Q41.4_3,Q41.4_4,Q41.4_5,Q41.4_6,Q41.5_1,Q41.5_2,Q41.5_3,Q41.5_4,Q20.1_1,Q20.1_2,Q20.1_3,Q20.1_4,Q20.1_5,Q20.2_1,Q20.2_2,Q20.2_4,Q20.2_5,Q20.2_7,Q20.3,Q20.4,Q20.5,Q20.5_TEXT,Q42.1_1,Q42.1_2,Q42.1_3,Q42.1_4,Q42.1_5,Q42.2_1,Q42.2_2,Q42.2_4,Q42.2_5,Q42.2_7,Q42.3,Q42.4,Q42.5,Q42.5_TEXT,DO-BR-FL_346,DO-BR-FL_214,DO-BR-FL_269,DO-BR-FL_273,DO-BR-FL_291,DO-BR-FL_365,DO-BR-FL_375,DO-BR-FL_385,DO-Q-Q20.2,DO-Q-Q42.2,DO-Q-Q23.7,DO-Q-Q22.7,LocationLatitude,LocationLongitude,LocationAccuracy
R_1pmNI6MAtHKTWdN,Default Response Set,Anonymous,,,,0,31/01/2018 16:47,31/01/2018 16:55,1,,,,,,,,,,,1,1,5,4,6,1,5,5,5,2,חיפה,זיהום  האוויר,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,49,7,5,1,,,1,חיפה,2,1,3,2,1,1,6,6,1,6,6,1,6,1,לא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,8.375,0,1,5,5,5,5,5,5,4.662,16.792,18.124,6,1,0,0,3.14,0,1,5,5,5,5,5,5,5.057,8.994,10.134,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,,1,,1,,4,4,5,,Relevance_treatment,POLICY PROGRAMS intro_symbol,,,,air d,,,,2|1|4|5|7,,,,,
R_qCsbYuIMuj9C8YV,Default Response Set,Anonymous,,,,0,31/01/2018 16:45,31/01/2018 16:56,1,,,,,,,,,,,1,1,4,3,6,1,6,6,7,2,חיפה,מצב הכבישים גרוע. בהרבה אזורים איכות האויר לא בריאה. אין עכיפת חוקים.,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,70,5,3,1,,,1,חיפה,2,2,4,2,,,,,,,,,,,,1,1,7,1,6,1,1,7,1,1,4,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,21.167,0,1,5,5,6,5,6,5,8.165,35.464,36.594,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,18.546,0,1,6,6,6,5,5,5,12.15,55.09,55.946,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,5,6,1,1,1,,,,6,7,8,,,,,,,,,,,,,,,,Relevance_treatment,POLICY PROGRAMS intro_placebo,,,,,waste e,,1|4|5|2|7,,,,,,
R_10w8Lv9JTh0WgKf,Default Response Set,Anonymous,,,,0,31/01/2018 16:49,31/01/2018 16:57,1,,,,,,,,,,,1,1,1,2,5,,,,,,,,1,4,פקיד,3,4,4,..,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6.82,10.708,10.758,2,1,1,4,4,4,4,4,4,12.659,31.41,34.253,21,1,6.28,6.28,9.974,1,1,1,4,4,4,4,4,4,1.35,14.504,15.82,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,4,4,4,,1,,,,4,4,4,,1,50,5,1,2,2,קריית חיים,1,קריית חיים,2,1,3,1,,,,,,,,,,,,1,1,4,1,4,1,1,4,4,1,4,4,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Relevance_control,POLICY PROGRAMS intro_placebo,,Mobile_air e,,,,,,,,5|4|2|1|7,,,
R_268sIkHw9LDZuJ1,Default Response Set,Anonymous,,,,0,31/01/2018 16:36,31/01/2018 16:57,1,,,,,,,,,,,1,1,5,4,8,1,4,4,7,2,חיפה,אין פיקוח על הרעש במיוחד בשעות הלילה.  / ומיכלי האמוניה מדאיגים אותי מאוד.,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.071,114.174,115.283,11,1,1,5,5,4,5,5,5,1.478,59.515,60.659,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.818,439.953,441.23,62,1,1,5,4,4,4,3,4,0.983,183.658,184.24,34,,,,,,,,,,,,,,,,1,7,2,6,6,5,1,,1,,,4,6,8,9,1,19,6,2,2,,,1,חיפה,2,2,5,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,5,4,1,4,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Relevance_treatment,POLICY PROGRAMS intro_control,,,Mobile_air c,,,,,,,5|2|1|4|7,,,
R_PNb9a98Eq9kFQWJ,Default Response Set,Anonymous,,,,0,31/01/2018 16:47,31/01/2018 16:58,1,,,,,,,,,,,1,1,4,5,6,,,,,,,,1,1,היי טק,6,6,5,עידוד נשים וחרדים,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,32,7,4,2,1,חיפה,,ירושלים,4,1,5,2,,,,,,,,,,,,1,1,5,1,4,1,1,5,3,1,5,2,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,22.237,0,1,4,3,5,5,4,4,3.739,295.562,296.395,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,32.601,0,1,3,2,1,2,2,2,3.048,30.731,31.065,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,5,5,2,1,,1,,,6,6,8,9,Relevance_control,POLICY PROGRAMS intro_placebo,,,,,air b,,,5|2|4|1|7,,,,,
R_Y4hUYPjiUXkLLOx,Default Response Set,Anonymous,,,,0,31/01/2018 16:46,31/01/2018 16:58,1,,,,,,,,,,,1,1,5,4,6,1,3,2,5,3,פתח תקווה,זיהום אוויר מבנייה,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,4,4,2,,,,פתח תקווה,3,2,5,1,,,,,,,,,,,,1,1,4,1,3,1,1,4,3,1,6,6,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,515.438,515.438,515.769,1,1,1,1,6,2,2,2,3.091,13.267,14.741,6,1,6.107,6.107,6.428,1,1,6,6,6,6,6,6,2.697,5.297,6.49,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,3,4,4,1,1,,,,5,2,8,9,Relevance_treatment,POLICY PROGRAMS intro_placebo,,,,,air e,,,1|2|4|5|7,,,,,
R_2EfVk3SmOdr04xS,Default Response Set,Anonymous,,,,0,31/01/2018 16:46,31/01/2018 16:58,1,,,,,,,,,,,1,1,3,3,7,,,,,,,,1,2,הנדסה,6,6,4,תגמול כספי,1,,,,,,,,,,,,,,,,,,,,1,3.386,11.525,13.849,2,1,1,5,4,5,4,4,5,6.565,33.076,33.708,25,1,10.265,18.886,20.587,2,1,1,5,6,6,6,5,5,8.698,35.161,36.061,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,2,6,6,4,1,1,,,,7,4,8,9,,,,,,,,,,,,,,,,1,65,8,5,1,2,חיפה,1,חיפה,2,1,4,1,1,1,4,6,1,4,6,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Relevance_control,POLICY PROGRAMS intro_symbol,Mobile_waste a,,,,,,,,2|1|4|5|7,,,,
R_22JKvb5tA5uBkM1,Default Response Set,Anonymous,,,,0,31/01/2018 16:53,31/01/2018 17:00,1,,,,,,,,,,,1,1,1,1,7,1,3,6,7,2,חיפה,זיהום אויר בעיקר מבתי הזיקוק וסכנת מיכלי האמוניה,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.91,3.313,4.95,3,1,1,5,6,6,5,5,4,0.876,14.772,15.698,23,1,1.813,3.619,4.519,3,1,1,5,4,4,6,5,4,6.5,20.339,21.281,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,4,5,6,5,1,,,1,,4,4,8,9,,,,,,,,,,,,,,,,1,44,7,1,2,,,1,נשר,2,1,5,1,,,,,,,,,,,,1,1,5,1,4,1,1,5,3,1,4,4,1,3,1,"לא,בהצלחה",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Relevance_treatment,POLICY PROGRAMS intro_placebo,,Mobile waste b,,,,,,,5|1|4|2|7,,,,
R_117a7VI4iJwUpUi,Default Response Set,Anonymous,,,,0,31/01/2018 16:56,31/01/2018 17:00,1,,,,,,,,,,,1,1,2,2,6,1,2,2,6,2,נשר,בתי הזיקוק וכל המתקנים מסביב.,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,65,8,1,1,,,1,צפת,2,1,5,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,4,1,1,1,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.005,0,1,2,2,3,2,2,2,2.997,13.322,14.731,6,1,0,0,9.089,0,1,2,2,2,2,2,2,5.618,15.931,18.116,6,,,,,,,,,,,,,,,,,3,4,4,2,5,1,,,1,,6,4,8,9,,,,,,,,,,,,,,,Relevance_treatment,POLICY PROGRAMS intro_control,,,,,,waste c,2|5|1|4|7,,,,,,
R_3g1NFngbgPk4iXi,Default Response Set,Anonymous,,,,0,31/01/2018 16:54,31/01/2018 17:00,1,,,,,,,,,,,1,1,2,3,5,1,4,4,5,2,קרית מוןצקין,"אין משהו ספציפי שאפשר להגיד אליו בקרית מוצקין, העיר מתוחזקת ברמה גבוהה",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25,4,2,2,,,1,קרית מוצקין,2,1,5,1,1,1,4,3,1,2,4,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,2.432,0,1,3,3,4,4,4,4,7.939,21.475,22.416,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,4.326,0,1,3,4,4,4,5,5,6.317,28.213,29.122,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,3,2,,,,1,,6,3,8,9,,,,,,,,,,,,,,,Relevance_treatment,POLICY PROGRAMS intro_symbol,,,,waste d,,,2|1|4|5|7,,,,,,
R_cwo9FGOGkWZaxUd,Default Response Set,Anonymous,,,,0,31/01/2018 16:42,31/01/2018 17:00,1,,,,,,,,,,,1,1,4,4,5,1,6,5,6,2,קרית אתא,חיפה כימיקלים / בזן / ,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,52,8,2,1,,,1,לא הייתי פה,2,1,3,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,7,4,1,4,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,96.688,0,1,5,5,6,6,6,5,14.121,55.809,56.624,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,135.425,0,1,5,3,4,5,6,5,10.331,56.154,57.331,7,7,1,7,7,6,1,,,,,7,7,8,9,,,,,,,,,,,,,,,Relevance_treatment,POLICY PROGRAMS intro_control,,,,,,waste f,2|4|1|5|7,,,,,,
R_5cMaq44PKqh3Nkd,Default Response Set,Anonymous,,,,0,31/01/2018 16:48,31/01/2018 17:00,1,,,,,,,,,,,1,1,4,4,6,,,,,,,,1,4,גימלאי,5,4,4,לקבל גמלא ללא תמורה נוכחית מצידי.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,67,5,2,1,2,קרית ים,1,"ריגה, לטביה",2,1,5,2,1,1,5,3,1,5,3,1,2,1,"בהגדרות ""תחום עיסוק"" פסחתם על גמלאים ומובטלים.",,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,45.944,0,1,5,5,6,5,4,4,7.607,31.735,33.485,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,64.731,0,1,5,5,6,5,4,4,23.618,61.201,65.274,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,5,3,3,1,1,,,,7,5,8,9,,,,,,,,,,,,,,,Relevance_control,POLICY PROGRAMS intro_symbol,,,,waste d,,,2|1|4|5|7,,,,,,
