V1,V10,CITY_reside_he,CITY_reside_en,i.user3,i.user3,,CITY_reside_ipanel_he,CITY_reside_ipanel_en
R_23geKbQyW9O4ZwY,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_OkzMxyPPUMe23ND,1,נתניה,NATANIA,,,נתניה,נתניה,
R_6FsGBq3B1KozFT3,1,קרית אתא,QIRYAT ATA,,,קריית אתא,קריית אתא,
R_23fSx1FBTy5NYc2,1,קרית מוצקין,QIRYAT MOZKIN,,,קריית מוצקין,קריית מוצקין,
R_1gpi4CXcLKGrDCi,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_1gtnRZqNnbPJNeR,1,חיפה,HAIFA,,,חיפה,חיפה,
R_2VPCadQL7f0H2Z6,1,קרית חיים,QIRYAT HAIM,,,חיפה,חיפה,
R_3h9NCE9tUT9hOAv,1,חיפה,HAIFA,,,חיפה,חיפה,
R_25X7tL5yFmoj8zA,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_ST4iQCNCOPmSdyx,1,קרית מוצקין,QIRYAT MOZKIN,,,קריית מוצקין,קריית מוצקין,
R_1IEkSUnusHxJOfh,1,קרית אתא,QIRYAT ATA,,,קריית אתא,קריית אתא,
R_3NJMXmjmbhgg6sT,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_1qg40ll5dbQMbE1,1,חיפה,HAIFA,,,חיפה,חיפה,
R_1jk8VI9mxwCPx8m,1,קרית מוצקין,QIRYAT MOZKIN,,,קריית מוצקין,קריית מוצקין,
R_3KGYIKPRunlOTwK,1,קרית מוצקין,QIRYAT MOZKIN,,,קריית מוצקין,קריית מוצקין,
R_RKXph9jc71Rj5oB,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_33swkiW8ExY1Zpg,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_cCJPn56W6jp1jCV,1,אחר (שפלה),OTHER,,,קריית ים,קריית ים,
R_3fPkWUpBvO9ZdPX,1,נתניה,NATANIA,,,נתניה,נתניה,
R_A4BmM0eUdYAlVK1,1,חיפה,HAIFA,,,חיפה,חיפה,
R_1F4gJQVHwVbCBhx,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_3RlVEmQcZGR7Fqe,1,נתניה,NATANIA,,,נתניה,נתניה,
R_3oyUVXdw5yktfGs,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_2YQDBhcEq7h3OpI,1,חיפה,HAIFA,,,חיפה,חיפה,
R_xi3hAnlNTme478l,1,חיפה,HAIFA,,,חיפה,חיפה,
R_2rNtuJ1HbXNqBTg,1,חיפה,HAIFA,,,חיפה,חיפה,
R_2DOA1thdCGWCQKa,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_d4DbT9OjlUk3j4R,1,חיפה,HAIFA,,,חיפה,חיפה,
R_1mnoLXetePCUbdN,1,חיפה,HAIFA,,,חיפה,חיפה,
R_1FxmrqUMrdPferW,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_29cQczLJVLUC82o,1,חיפה,HAIFA,,,חיפה,חיפה,
R_xbdJzUuLgLYSyFX,1,קרית מוצקין,QIRYAT MOZKIN,,,קריית מוצקין,קריית מוצקין,
R_WlzQAo6PCjxD7IB,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_3lrThjwTc7rUs9h,1,חיפה,HAIFA,,,חיפה,חיפה,
R_3kB1mO3VBiyT2KP,1,נשר,NESHER,,,נשר,נשר,
R_1K2VL9WroxrsGdw,1,חיפה,HAIFA,,,חיפה,חיפה,
R_1CphjwlY5e3pzkR,1,חיפה,HAIFA,,,חיפה,חיפה,
R_3rY7xA9ZSzyrsfZ,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_3JwMlf2LT6g7l7X,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_RsJF70CprmxKUP7,1,קרית ביאליק,QIRYAT BIALIK,,,קריית ביאליק,קריית ביאליק,
R_3eb0enc8Gv84HDF,1,חיפה,HAIFA,,,חיפה,חיפה,
R_0fFh2uSsZBIRX33,1,נתניה,NATANIA,,,נתניה,נתניה,
R_5jP3GAHmr97ji2B,1,חיפה,HAIFA,,,חיפה,חיפה,
R_TdBxKPoWWnMQdhf,1,נתניה,NATANIA,,,Brodetzky 7,Brodetzky 7,
R_2bZ7RxcSBkG6DEm,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_2348e0fLz3iNJ62,1,קרית מוצקין,QIRYAT MOZKIN,,,קריית מוצקין,קריית מוצקין,
R_27Bw56HW4IIq2ig,1,נתניה,NATANIA,,,נתניה,נתניה,
R_2du95207GMjJyJq,1,חיפה,HAIFA,,,חיפה,חיפה,
R_3lLbpzQDYBd2DA1,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_30ph6MbNJPnMHZ1,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_2EhtOwUQFOk2gIe,1,קרית מוצקין,QIRYAT MOZKIN,,,קריית מוצקין,קריית מוצקין,
R_2yqQnkRVX7KWmeQ,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_2aCxKSKZrex5eZQ,1,נתניה,NATANIA,,,נתניה,נתניה,
R_1GwDSCI2kC6KHRG,1,חיפה,HAIFA,,,חיפה,חיפה,
R_1GPODaq0Q6nDJOo,1,חיפה,HAIFA,,,נשר,נשר,
R_2ZX5q5PPO6JFS7m,1,חיפה,HAIFA,,,חיפה,חיפה,
R_1HeEpZZN4gVurZD,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_1IMe2ME7mWiVkuv,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_2CjOXYVX9lc4YdL,1,חיפה,HAIFA,,,חיפה,חיפה,
R_tK7WzHyPdKKeAi5,1,חיפה,HAIFA,,,חיפה,חיפה,
R_10T8CsVrFg837Ht,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_1EgG7pyJCjlc35i,1,חיפה,HAIFA,,,חיפה,חיפה,
R_2SeIXItm3Uy7YL3,1,נתניה,NATANIA,,,נתניה,נתניה,
R_3QGJO2NfcsZCW4i,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_2ZBl3LiAGjhD3Mv,1,נתניה,NATANIA,,,נתניה,נתניה,
R_2tigRJu9KG7bYKO,1,נתניה,NATANIA,,,נתניה,נתניה,
R_3EQjScMe5ct1Ygx,1,קרית אתא,QIRYAT ATA,,,קריית אתא,קריית אתא,
R_27fGbqgeCUmybO6,1,קרית ביאליק,QIRYAT BIALIK,,,קריית ביאליק,קריית ביאליק,
R_2wB4GPilUsrKM4d,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_1CvVDXEyOPsZZ1K,1,נתניה,NATANIA,,,נתניה,נתניה,
R_3fuXQiGUS5NOJG7,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_3hmXDVdsY8K3cDv,1,קרית חיים,QIRYAT HAIM,,,חיפה,חיפה,
R_3L1CW8WiRrovy2S,1,קרית אתא,QIRYAT ATA,,,קריית אתא,קריית אתא,
R_eLhwsYautQ98pot,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_1r6B4PDbOUJZhxt,1,חיפה,HAIFA,,,חיפה,חיפה,
R_2dFl16Aeaq8Ujor,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_2wHpjC1ZcHlPz8k,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_30bLclxeL0KHf6l,1,חיפה,HAIFA,,,חיפה,חיפה,
R_OjvuFUWA78H1vmF,1,נשר,NESHER,,,נשר,נשר,
R_2OVmhVK1W7ywbDL,1,קרית חיים,QIRYAT HAIM,,,חיפה,חיפה,
R_6zXafI8CYF7ymbv,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_12QjwQGITbkFUyl,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_3MFIqMQ4ez3WYmw,1,נתניה,NATANIA,,,נתניה,נתניה,
R_WiIJj0cy17Ttvgt,1,אחר (שפלה),OTHER,,,קריית ביאליק,קריית ביאליק,
R_2AGtimxfxOglH4T,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_1dES3tUyt5vLHGt,1,נתניה,NATANIA,,,נתניה,נתניה,
R_3KCQhI1a23YEKlb,1,חיפה,HAIFA,,,חיפה,חיפה,
R_23Ukm5z9Ae1t2lE,1,חיפה,HAIFA,,,חיפה,חיפה,
R_3h45YDKZOjJJxby,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_1DZKf0nNEkxnNAV,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_2D2iCNLkB62cTKE,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_2dtYVgLypbLn8G4,1,נתניה,NATANIA,,,נתניה,נתניה,
R_3lyOvjLbEBxZmA6,1,קרית מוצקין,QIRYAT MOZKIN,,,קריית מוצקין,קריית מוצקין,
R_2rOVIkvQyL8Aosf,1,נתניה,NATANIA,,,נתניה,נתניה,
R_1rBm1cB0q4wOSke,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_3g7Yn9XWuqZHUiW,1,חיפה,HAIFA,,,חיפה,חיפה,
R_2AYHnARj0XLdDsH,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_21vsnIjZrPjs6I5,1,נתניה,NATANIA,,,נתניה,נתניה,
R_3PTwPCh6OZRXcvA,1,קרית מוצקין,QIRYAT MOZKIN,,,קריית מוצקין,קריית מוצקין,
R_5hCLACxv68hhX7X,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_e3Ei2oe6HXs8edz,1,נתניה,NATANIA,,,נתניה,נתניה,
R_3hmcgaHpMPokMir,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_1mQlwnkpKoYGrgE,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_2ygslZ7Nh4EM1Mx,1,נתניה,NATANIA,,,נתניה,נתניה,
R_3HiEnkLAKHZSj6T,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_8H3ZqpSQdvhlJ3H,1,חיפה,HAIFA,,,חיפה,חיפה,
R_27qbD4wgZmzkd8I,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_D1siKRdGp4il0pr,1,נתניה,NATANIA,,,נתניה,נתניה,
R_1d5nZ7RioFT3QwZ,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_1IyCkFSEiRDH2fh,1,קרית אתא,QIRYAT ATA,,,קריית אתא,קריית אתא,
R_3iKZrc4sJsTegDn,1,חיפה,HAIFA,,,חיפה,חיפה,
R_pispvH2ZJ6fcy9r,1,חיפה,HAIFA,,,חיפה,חיפה,
R_w7CyZDF9mtgkNk5,1,נתניה,NATANIA,,,נתניה,נתניה,
R_1jO1nwYTBuYMorS,1,נתניה,NATANIA,,,נתניה,נתניה,
R_2Ug9IE84hHJbEwQ,1,קרית חיים,QIRYAT HAIM,,,חיפה,חיפה,
R_3PcbYXh91a32Rzn,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_1K8yvmmiRaCuqGG,1,נתניה,NATANIA,,,נתניה,נתניה,
R_2zBbL43fUwA8fGl,1,אחר (שפלה),OTHER,,,ראשון לציון,ראשון לציון,
R_7UTTv4lRS0ytub7,1,חיפה,HAIFA,,,חיפה,חיפה,
R_psD5VS9bz08tJIJ,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_PHUXBgQAfjt1fwZ,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_3nDy56VYjnc1843,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_1IDUbCtiTqfZkA2,1,נתניה,NATANIA,,,נתניה,נתניה,
R_114RS2UsmhPBO13,1,חיפה,HAIFA,,,חיפה,חיפה,
R_1jkBFcaQ43XPGk7,1,נתניה,NATANIA,,,נתניה,נתניה,
R_1mtjqFsGAY9i2On,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_1BPJ7gWA9L1QMaq,1,חיפה,HAIFA,,,חיפה,חיפה,
R_3nxAWSXh8Vge8sB,1,חיפה,HAIFA,,,חיפה,חיפה,
R_tYCYoOQi7q8LyCt,1,קרית אתא,QIRYAT ATA,,,קריית אתא,קריית אתא,
R_81Ers1HNqRSGjvz,1,נתניה,NATANIA,,,נתניה,נתניה,
R_u8nxYOxS1wZXAeR,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_1mCLLXJ3vQg2gGa,1,אחר (שפלה),OTHER,,,פתח תקווה,פתח תקווה,
R_1lAfMAO0xld8VDJ,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_voTJn5wKRB96b97,1,חיפה,HAIFA,,,חיפה,חיפה,
R_sp0bRstd1oG2rM5,1,נתניה,NATANIA,,,נתניה,נתניה,
R_BWnAT3vJjeEogVj,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_3ixRgFOXz2ewlki,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_2WBWvs2nbLq7u3Q,1,קרית מוצקין,QIRYAT MOZKIN,,,קריית מוצקין,קריית מוצקין,
R_e2R5kONeTs15pIJ,1,קרית ביאליק,QIRYAT BIALIK,,,קריית מוצקין,קריית מוצקין,
R_1jwEg8ZYoTo4H8z,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_a36hwvcLTNYAQMN,1,קרית חיים,QIRYAT HAIM,,,חיפה,חיפה,
R_1opX6RlMQVmx9CX,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_2dv7kqN4jFcuU7s,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_ugDuhjFqxxJwOrv,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_0qeuof7oaULCmbv,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_2EfKQYWh34JNpM1,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_3D8yFuvjgdVikNw,1,חיפה,HAIFA,,,חיפה,חיפה,
R_2diEv2zMX2IfEtr,1,נתניה,NATANIA,,,נתניה,נתניה,
R_rpEAuU4zHfk0Exz,1,קרית ביאליק,QIRYAT BIALIK,,,קריית ביאליק,קריית ביאליק,
R_C9tVoOWAcQ7rjcl,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_WjOr3SuUXkD5AlP,1,נתניה,NATANIA,,,נתניה,נתניה,
R_2c8aFkzSjQ4tqLU,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_1P1M5a5KZDfb1Wm,1,קרית אתא,QIRYAT ATA,,,קריית אתא,קריית אתא,
R_1LNLJ7Qydlx76U6,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_DIuucxLp4r2NCJH,1,קרית מוצקין,QIRYAT MOZKIN,,,קריית מוצקין,קריית מוצקין,
R_1dhG2oWBtoTzXhK,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_6GaO1PubasmmOGZ,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_54HxNxXstRtrQZP,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_2YnBB96DSZZYu0R,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_R92hn24joWTNmAF,1,קרית אתא,QIRYAT ATA,,,קריית אתא,קריית אתא,
R_1pX7bulOZmV6kHg,1,חיפה,HAIFA,,,"חסידי אומות העולם 5, 4","חסידי אומות העולם 5, 4",
R_428mjsSI9z2hVBf,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_2rFOxCjThhQqC2Z,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_114RUAIx0Qlf3AL,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_RxlZyO7nQDM3BWV,1,חיפה,HAIFA,,,ראשון לציון,ראשון לציון,
R_56xUmtm9ExoU013,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_2PuOUx2TJvGmgys,1,נשר,NESHER,,,נשר,נשר,
R_yjpE3GJbkzjBR9T,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_Pu52TvLyQe3l7ah,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_2xJhOSHPU6bsF4j,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_R983mQvjSwtybqF,1,אחר (שפלה),OTHER,,,פתח תקווה,פתח תקווה,
R_qFoN1pqr41dPPwZ,1,חיפה,HAIFA,,,חיפה,חיפה,
R_2bTaj6xW2zbh7V5,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_32Ly4eA4DOATn3O,1,קרית אתא,QIRYAT ATA,,,קריית אתא,קריית אתא,
R_2eXuuaV7JY3TBjD,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_3Hq7PFZAcUypnPg,1,חיפה,HAIFA,,,חיפה,חיפה,
R_2AYhdb5XLPYWpbL,1,חיפה,HAIFA,,,חיפה,חיפה,
R_2v1zFEEsSf5G0op,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_bBANoc9yyUJrwPf,1,נתניה,NATANIA,,,נתניה,נתניה,
R_yWvH1z54OssDU41,1,חיפה,HAIFA,,,חיפה,חיפה,
R_1dgaE1l3aSrNGMI,1,קרית ים,QIRYAT YAM,,,קריית ים,קריית ים,
R_PG1GKGxIXcFkMXD,1,נתניה,NATANIA,,,נתניה,נתניה,
R_2Pd5u2SDTsWzHW5,1,נתניה,NATANIA,,,נתניה,נתניה,
R_20Oir3vxsvHIEaG,1,חיפה,HAIFA,,,חיפה,חיפה,
R_AMbqEArGKnzYL2V,1,חיפה,HAIFA,,,חיפה,חיפה,
R_3dMIXS5O726GIou,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_XKVxLFNMKOLxqo1,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_74aK68TWGiHCDFn,1,חיפה,HAIFA,,,חיפה,חיפה,
R_se7o1fBs6lQaPbr,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_3EMidcemLsVhmbe,1,נשר,NESHER,,,נשר,נשר,
R_1OJFCBBoH7DmfGu,1,חיפה,HAIFA,,,חיפה,חיפה,
R_DCeG3jSmF4dvbQ5,1,נתניה,NATANIA,,,נתניה,נתניה,
R_u34wzgHp9zKJ1mN,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_2CK8XlJiJldX4Z3,1,נתניה,NATANIA,,,נתניה,נתניה,
R_V5bdCcyaK4eDk1H,1,חיפה,HAIFA,,,חיפה,חיפה,
R_BFzGQk2dJKw3ucp,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_1HpNKPvuf5nckCM,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_SPJ57eLjbc0oD7j,1,חיפה,HAIFA,,,חיפה,חיפה,
R_2Tz2327PwawPeXd,1,חיפה,HAIFA,,,חיפה,חיפה,
R_1LMd2aZiWVfPVSr,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_3r0Rtz4JGklWgTF,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_t0cfONZEkrWZxiF,1,נתניה,NATANIA,,,נתניה,נתניה,
R_Om6ksfcbSniJOQF,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_zTGFSBpWovuin2p,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_RJhIO0xVfnqcUEN,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_20UqHSI3Sg6pTJn,1,חיפה,HAIFA,,,חיפה,חיפה,
R_Twto86TLJmV5wad,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_3st99KAIrIYkQcv,1,קרית אתא,QIRYAT ATA,,,קריית אתא,קריית אתא,
R_2wdCt6VzM5zUuTB,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_1eJCMiufkMO9IG3,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_2Cv9rFQTVhQC6Qh,1,קרית מוצקין,QIRYAT MOZKIN,,,קריית מוצקין,קריית מוצקין,
R_308XvP8ENrhjRdL,1,קרית אתא,QIRYAT ATA,,,קריית אתא,קריית אתא,
R_3DdsW1OEKA1daGq,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_3LXYavxwSMJgmt9,1,אחר (שפלה),OTHER,,,ראשון לציון,ראשון לציון,
R_1HnQ7HLMnWIieYW,1,חיפה,HAIFA,,,חיפה,חיפה,
R_2P6aHTSeDzTr8Fw,1,קרית מוצקין,QIRYAT MOZKIN,,,חיפה,חיפה,
R_2q9PVs9i5XcDsXK,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_1lzZFjCXoVCgwfv,1,קרית ים,QIRYAT YAM,,,קריית ים,קריית ים,
R_2P5pAZwKpJlSQ3i,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_1l0uiLtlAO5GcSL,1,חיפה,HAIFA,,,חיפה,חיפה,
R_1qaprBY2W2X8Oqw,1,חיפה,HAIFA,,,חיפה,חיפה,
R_1nTKpe4h6WTrmtC,1,חיפה,HAIFA,,,חיפה,חיפה,
R_3hi4tPevTOu2lLk,1,קרית אתא,QIRYAT ATA,,,קריית אתא,קריית אתא,
R_3pfLUMbd9rUJBLj,1,חיפה,HAIFA,,,חיפה,חיפה,
R_6G6uBGHLT2w9GkF,1,חיפה,HAIFA,,,חיפה,חיפה,
R_eEaGKPz0a8idsYN,1,קרית ים,QIRYAT YAM,,,קריית ים,קריית ים,
R_yVHr4IvntsrJPRT,1,קרית ביאליק,QIRYAT BIALIK,,,קריית ים,קריית ים,
R_1GuXf71ucRcyXGf,1,חיפה,HAIFA,,,חיפה,חיפה,
R_1CyA6lKuOMZiaoj,1,קרית מוצקין,QIRYAT MOZKIN,,,קריית מוצקין,קריית מוצקין,
R_2WGWW2qAupcz61z,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_1ojvf835Qm2xGLY,1,חיפה,HAIFA,,,חיפה,חיפה,
R_pLYpuU2mw9yXxYJ,1,חיפה,HAIFA,,,חיפה,חיפה,
R_1GVnWScbm8XdoMF,1,חיפה,HAIFA,,,חיפה,חיפה,
R_334isnqmsFLWsBY,1,חיפה,HAIFA,,,חיפה,חיפה,
R_2wjeaKf9gRtDTgI,1,נשר,NESHER,,,חיפה,חיפה,
R_3s1iYerzWr84GkG,1,נשר,NESHER,,,נשר,נשר,
R_1jff7emrmds3uZy,1,חיפה,HAIFA,,,חיפה,חיפה,
R_2D1ZjZfOVSNOQoQ,1,קרית ביאליק,QIRYAT BIALIK,,,קריית ביאליק,קריית ביאליק,
R_32Mj1B7MNvvR3Mt,1,קרית מוצקין,QIRYAT MOZKIN,,,חיפה,חיפה,
R_1nVXO0XsFdcSf5c,1,קרית ביאליק,QIRYAT BIALIK,,,קריית מוצקין,קריית מוצקין,
R_3MQGXWlafZ57dTT,1,חיפה,HAIFA,,,חיפה,חיפה,
R_en8vKUDRpmOaJk5,1,קרית מוצקין,QIRYAT MOZKIN,,,קריית מוצקין,קריית מוצקין,
R_9siOb5EDM1dUpiN,1,חיפה,HAIFA,,,חיפה,חיפה,
R_2VEXQU1TjXUnbjr,1,חיפה,HAIFA,,,חיפה,חיפה,
R_ClGv64TqX1UoFGN,1,חיפה,HAIFA,,,חיפה,חיפה,
R_VJWltBohOq1Gdrz,1,קרית אתא,QIRYAT ATA,,,קריית אתא,קריית אתא,
R_509D16rF5PrgD4Z,1,קרית ביאליק,QIRYAT BIALIK,,,חיפה,חיפה,
R_3gRThimhFMLM9O9,1,קרית אתא,QIRYAT ATA,,,קריית אתא,קריית אתא,
R_1S0KcJ1mtaDfCo1,1,חיפה,HAIFA,,,חיפה,חיפה,
R_1d0O2S41Erf3TZg,1,נשר,NESHER,,,נשר,נשר,
R_2tg9ooalEoluOde,1,קרית אתא,QIRYAT ATA,,,קריית אתא,קריית אתא,
R_1qdIl7riDXkRw49,1,קרית מוצקין,QIRYAT MOZKIN,,,קריית מוצקין,קריית מוצקין,
R_1lsBwELGa9T9Bcy,1,חיפה,HAIFA,,,חיפה,חיפה,
R_2EtxwkwBUQM4b4i,1,חיפה,HAIFA,,,חיפה,חיפה,
R_24rcQRFiok3hYGs,1,חיפה,HAIFA,,,חיפה,חיפה,
R_216YnwutR5ma4sL,1,קרית אתא,QIRYAT ATA,,,קריית אתא,קריית אתא,
R_232FAE2k5r3q4Ol,1,חיפה,HAIFA,,,חיפה,חיפה,
R_3HBrq8vztRxhNpM,1,חיפה,HAIFA,,,חיפה,חיפה,
R_1laxKHqlg7ROQKR,1,נשר,NESHER,,,נשר,נשר,
R_qPCETB48qOK7IIx,1,קרית אתא,QIRYAT ATA,,,קריית אתא,קריית אתא,
R_2QEZ8hPhtKQfHGQ,1,חיפה,HAIFA,,,חיפה,חיפה,
R_ufBzd6xpnkTAu3v,1,חיפה,HAIFA,,,חיפה,חיפה,
R_2QRK1ozPLW9G78c,1,חיפה,HAIFA,,,חיפה,חיפה,
R_2e203w869CgElWz,1,חיפה,HAIFA,,,חיפה,חיפה,
R_2170SzCfhfqyMrO,1,קרית ביאליק,QIRYAT BIALIK,,,קריית ביאליק,קריית ביאליק,
R_3oC5d94LocvGIOK,1,חיפה,HAIFA,,,חיפה,חיפה,
R_2rCkcBbemEI2XhT,1,קרית חיים,QIRYAT HAIM,,,חיפה,חיפה,
R_2dvkqzkGvybtDoE,1,חיפה,HAIFA,,,חיפה,חיפה,
R_2QmJSW2PyA8nG0S,1,חיפה,HAIFA,,,חיפה,חיפה,
R_1DBkuZ6XGsKR0Bd,1,חיפה,HAIFA,,,חיפה,חיפה,
R_3EpIQaSDkIbDBKN,1,קרית אתא,QIRYAT ATA,,,קריית אתא,קריית אתא,
R_DCNV7F5nHKSWzMB,1,קרית חיים,QIRYAT HAIM,,,חיפה,חיפה,
R_1ff55RMlJ07Nh48,1,חיפה,HAIFA,,,חיפה,חיפה,
R_3ktfkxFYIvncB0E,1,חיפה,HAIFA,,,חיפה,חיפה,
R_1osU4ewxNkC1niV,1,קרית ים,QIRYAT YAM,,,קריית ים,קריית ים,
R_1ispqQNXaNJFACb,1,נשר,NESHER,,,נשר,נשר,
R_2v0QYl3Ps69TXtN,1,נשר,NESHER,,,נשר,נשר,
